player_id,player_name,format,matches,innings_batted,runs,balls_faced,fours,sixes,times_out,innings_bowled,balls_bowled,runs_conceded,wickets,maidens,catches,run_outs,stumpings,player_of_match_count,batting_avg,strike_rate,bowling_avg,economy
07687c15,Sultan Ahmed,T20,21,14,60,65,1,4,10,21,423,396,20,4,11,0,0,1,6.0,92.3076923076923,19.8,5.617021276595745
07793daf,JR Lennox,T20,1,0,0,0,0,0,0,1,18,28,1,0,0,0,0,0,,,28.0,9.333333333333334
0782aec3,Muhammad Ajmal,T20,13,7,49,59,5,1,6,10,168,188,7,1,3,0,0,1,8.166666666666666,83.05084745762711,26.857142857142858,6.714285714285714
07ac9c54,C Roberts,T20,33,32,824,775,67,6,23,4,36,60,4,0,13,1,0,2,35.82608695652174,106.3225806451613,15.0,10.0
07b6f54c,DDP D'Silva,T20,8,6,91,111,5,0,3,0,0,0,0,0,3,0,0,0,30.333333333333332,81.98198198198197,,
07e5bda2,L Monanthane,T20,11,10,66,100,3,1,10,11,166,225,7,0,2,0,0,0,6.6,66.0,32.142857142857146,8.132530120481928
07ff32f5,Khurram Nawaz,T20,21,16,227,199,16,11,11,0,0,0,0,0,5,0,0,0,20.636363636363637,114.07035175879396,,
0813a8b1,D Marks,T20,17,6,31,35,1,1,3,17,362,540,17,0,3,0,0,0,10.333333333333334,88.57142857142857,31.764705882352942,8.950276243093922
0837bb5f,Sanjay Kumar,T20,2,2,9,7,1,0,1,0,0,0,0,0,0,0,0,0,9.0,128.57142857142858,,
083e01d9,Matiullah Khan,T20,5,2,1,6,0,0,0,5,96,149,4,0,2,0,0,0,,16.666666666666664,37.25,9.3125
083ffc5d,Komang Putra,T20,4,1,4,6,0,0,0,2,12,21,0,0,0,0,0,0,,66.66666666666666,,10.5
0848ac5f,S Thakor,T20,52,41,423,316,41,21,32,51,966,892,57,9,13,3,0,2,13.21875,133.86075949367088,15.649122807017545,5.540372670807454
085071f2,Amit Uniyal,T20,2,2,11,27,0,0,2,2,30,31,1,0,0,0,0,0,5.5,40.74074074074074,31.0,6.2
08548b13,PHKD Mendis,T20,44,39,676,561,52,30,37,15,174,238,5,0,20,4,0,2,18.27027027027027,120.49910873440285,47.6,8.206896551724139
085c1a4c,Ziaur Rehman,T20,7,6,88,93,8,1,5,0,0,0,0,0,1,0,0,0,17.6,94.6236559139785,,
086f5984,Junaid Khan,T20,8,1,3,4,0,0,0,8,138,212,5,0,0,0,0,0,,75.0,42.4,9.217391304347826
087210b1,DJ Vilas,T20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
089ebf89,K Juma,T20,17,5,6,9,1,0,4,17,373,358,28,2,1,0,0,2,1.5,66.66666666666666,12.785714285714286,5.758713136729223
08a4f9ad,DC Thomas,T20,12,7,51,54,4,2,6,0,0,0,0,0,12,3,2,0,8.5,94.44444444444444,,
08deefa3,Guillermo Aburto,T20,2,2,4,10,1,0,2,2,24,28,1,0,0,0,0,0,2.0,40.0,28.0,7.0
08df0bd3,A Rangaswamy,T20,8,5,13,16,0,1,4,8,142,142,11,1,1,0,0,0,3.25,81.25,12.909090909090908,6.0
08fda2e1,Shoaib Khan jnr,T20,2,2,6,15,0,0,2,0,0,0,0,0,0,0,0,0,3.0,40.0,,
090f9211,Shahadat Hossain,T20,5,3,5,8,0,0,2,5,96,176,2,0,0,0,0,0,2.5,62.5,88.0,11.0
090f96e4,Muhammad Nadir,T20,60,30,153,215,10,5,18,60,1368,1150,68,11,14,5,0,1,8.5,71.16279069767441,16.91176470588235,5.043859649122807
091880f7,Shantanu Kaveri,T20,28,24,298,393,17,1,20,13,187,170,10,0,4,1,0,1,14.9,75.82697201017811,17.0,5.454545454545454
092ccf20,JS Kundi,T20,21,19,162,174,10,6,15,9,78,94,4,0,6,0,0,0,10.8,93.10344827586206,23.5,7.230769230769231
0939c670,MA Ouma,T20,12,11,59,79,9,0,10,0,0,0,0,0,5,1,1,0,5.9,74.68354430379746,,
094ebfb6,R Avery,T20,8,6,13,27,1,0,5,8,156,183,9,0,0,0,0,0,2.6,48.148148148148145,20.333333333333332,7.038461538461538
096601c5,DKJ Claude,T20,10,10,33,88,5,0,10,6,85,178,1,0,1,1,0,0,3.3,37.5,178.0,12.564705882352941
098a757c,Muhammad Jawadullah,T20,33,4,12,16,1,0,2,33,727,933,47,1,3,4,0,2,6.0,75.0,19.851063829787233,7.700137551581843
099135ad,Aryan Lakra,T20,8,8,50,58,3,2,7,3,42,46,2,0,2,0,0,0,7.142857142857143,86.20689655172413,23.0,6.571428571428571
0994d0ae,V Shankar,T20,9,4,101,77,11,5,4,6,126,191,5,0,2,0,0,1,25.25,131.1688311688312,38.2,9.095238095238095
0996f198,Luka Woods,T20,11,11,341,248,34,19,11,11,221,280,9,0,6,0,0,0,31.0,137.5,31.11111111111111,7.601809954751131
09a9d073,J Charles,T20,64,63,1416,1149,149,68,63,0,0,0,0,0,22,1,2,2,22.476190476190474,123.23759791122714,,
09c766ec,Mohsin Zaki,T20,5,2,5,9,0,0,0,5,60,79,3,0,0,0,0,0,,55.55555555555556,26.333333333333332,7.9
09e5baeb,GF Cardos,T20,8,8,24,95,1,0,8,1,6,12,0,0,1,0,0,0,3.0,25.263157894736842,,12.0
09e86895,Pyae Phyo Wai,T20,30,28,365,492,22,6,28,25,397,455,21,3,10,0,0,1,13.035714285714286,74.1869918699187,21.666666666666668,6.876574307304786
09ecc596,Aue Oru,T20,6,1,4,11,0,0,1,6,102,88,10,0,2,1,0,0,4.0,36.36363636363637,8.8,5.176470588235294
09f0aba1,Mohammed Jamadar,T20,5,5,75,103,11,0,5,5,96,90,2,0,2,1,0,0,15.0,72.81553398058253,45.0,5.625
0a15f357,Prashant Shukla,T20,4,1,3,4,0,0,0,4,84,59,9,2,0,1,0,1,,75.0,6.555555555555555,4.214285714285714
0a4736eb,Asif Ali,T20,111,102,1775,1416,132,108,85,37,472,505,22,0,31,6,0,11,20.88235294117647,125.35310734463276,22.954545454545453,6.419491525423728
0a476045,S Dhawan,T20,67,66,1759,1439,191,50,63,0,0,0,0,0,19,1,0,4,27.92063492063492,122.23766504517026,,
0a4ebc61,T Henderson,T20,1,1,0,2,0,0,1,1,24,31,0,0,0,0,0,0,0.0,0.0,,7.75
0a509d6b,RK Singh,T20,44,32,608,409,52,34,19,3,16,19,3,0,38,0,0,1,32.0,148.65525672371638,6.333333333333333,7.125
0a5718ef,Iftekar Jaman,T20,4,3,43,31,3,3,2,1,6,15,0,0,2,0,0,0,21.5,138.70967741935485,,15.0
0a8fce53,Mustafizur Rahman,T20,117,33,98,143,4,5,19,116,2538,3075,151,6,23,6,0,2,5.157894736842105,68.53146853146853,20.364238410596027,7.2695035460992905
0a95c25a,Kaif Jamadar,T20,6,6,83,89,9,2,6,0,0,0,0,0,4,0,0,1,13.833333333333334,93.25842696629213,,
0ab42b8d,J Kemp,T20,5,2,4,7,0,0,2,0,0,0,0,0,1,0,2,0,2.0,57.14285714285714,,
0abb2525,M Heingo,T20,10,1,0,2,0,0,0,10,151,245,10,0,0,1,0,0,,0.0,24.5,9.735099337748345
0abc33ff,Muhammad Umar,T20,25,21,331,292,12,22,17,0,0,0,0,0,12,1,0,0,19.470588235294116,113.35616438356165,,
0abf3da7,A Kadowaki Fleming,T20,3,3,127,80,10,2,2,0,0,0,0,0,1,0,0,0,63.5,158.75,,
0ac067e8,DR Hooper,T20,18,9,82,105,2,1,6,17,329,386,15,1,3,5,0,0,13.666666666666666,78.0952380952381,25.733333333333334,7.0395136778115495
0b07cb5e,OJR Groves,T20,6,6,188,165,13,8,4,2,13,41,0,0,1,0,0,0,47.0,113.93939393939394,,18.923076923076923
0b0cc297,Tanzim Hasan Sakib,T20,38,21,192,180,13,8,13,37,797,1108,44,4,15,0,0,1,14.76923076923077,106.66666666666667,25.181818181818183,8.341279799247177
0b130202,CL Cairns,T20,2,2,3,14,0,0,2,2,48,52,1,0,1,1,0,0,1.5,21.428571428571427,52.0,6.5
0b22ec0f,G Tuskan,T20,5,4,25,52,1,0,4,5,72,97,4,0,0,1,0,0,6.25,48.07692307692308,24.25,8.083333333333334
0b2a170a,R Strydom,T20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
0b37840b,J Dickinson,T20,1,1,15,15,1,0,1,1,24,23,1,0,0,0,0,0,15.0,100.0,23.0,5.75
0b581ed6,J Sumerauer,T20,40,28,342,244,23,16,19,40,749,942,45,1,17,5,0,0,18.0,140.1639344262295,20.933333333333334,7.546061415220294
0b60eb09,KA Maharaj,T20,52,19,107,129,6,5,12,52,1073,1414,55,2,14,0,0,0,8.916666666666666,82.94573643410853,25.70909090909091,7.906803355079217
0b7b78c6,Hammad Mirza,T20,26,26,472,449,40,14,24,0,0,0,0,0,9,3,1,1,19.666666666666668,105.12249443207126,,
