player_id,player_name,format,matches,innings_batted,runs,balls_faced,fours,sixes,times_out,innings_bowled,balls_bowled,runs_conceded,wickets,maidens,catches,run_outs,stumpings,player_of_match_count,batting_avg,strike_rate,bowling_avg,economy
0882b3f1,RJ van Vuuren,ODI,5,5,26,38,2,1,3,5,300,298,8,4,0,0,0,0,8.666666666666666,68.42105263157895,37.25,5.96
08a4f9ad,DC Thomas,ODI,21,19,238,379,19,2,17,1,7,11,2,0,23,2,6,0,14.0,62.796833773087066,5.5,9.428571428571429
08bae9d5,PLS Gamage,ODI,9,5,4,27,0,0,2,9,402,392,9,2,2,0,0,0,2.0,14.814814814814813,43.55555555555556,5.850746268656716
090f9211,Shahadat Hossain,ODI,33,18,60,119,5,1,7,33,1498,1551,27,8,2,1,0,0,8.571428571428571,50.42016806722689,57.44444444444444,6.212283044058745
0939c670,MA Ouma,ODI,27,26,468,855,49,2,24,0,0,0,0,0,10,1,2,0,19.5,54.736842105263165,,
098a757c,Muhammad Jawadullah,ODI,14,9,15,22,1,1,4,14,596,594,14,1,2,2,0,0,3.75,68.18181818181817,42.42857142857143,5.979865771812081
099135ad,Aryan Lakra,ODI,16,16,387,681,35,4,16,12,318,280,6,3,8,0,0,0,24.1875,56.82819383259912,46.666666666666664,5.283018867924528
0994d0ae,V Shankar,ODI,11,7,194,210,18,4,6,9,233,210,4,0,6,0,0,0,32.333333333333336,92.38095238095238,52.5,5.407725321888412
09a9d073,J Charles,ODI,58,58,1544,1840,173,45,58,1,5,12,0,0,25,5,2,3,26.620689655172413,83.91304347826087,,14.399999999999999
0a2184d9,D Lakshan,ODI,1,1,2,9,0,0,1,1,12,12,0,0,0,0,0,0,2.0,22.22222222222222,,6.0
0a3d54b9,VR Aaron,ODI,9,3,8,15,1,0,1,9,380,419,11,2,1,0,0,0,8.0,53.333333333333336,38.09090909090909,6.61578947368421
0a4735b4,RA Jones,ODI,3,3,96,187,7,1,3,0,0,0,0,0,0,0,0,0,32.0,51.33689839572193,,
0a4736eb,Asif Ali,ODI,20,15,375,317,22,20,14,1,5,9,0,0,6,0,0,0,26.785714285714285,118.29652996845425,,10.799999999999999
0a476045,S Dhawan,ODI,166,163,6733,7524,838,78,153,0,0,0,0,0,83,3,0,11,44.00653594771242,89.4869750132908,,
0a4c6dfd,Arshad Khan,ODI,7,2,14,17,1,0,0,7,336,251,7,3,1,0,0,0,,82.35294117647058,35.857142857142854,4.482142857142857
0a509d6b,RK Singh,ODI,2,2,55,43,5,3,2,1,6,2,1,0,1,0,0,0,27.5,127.90697674418605,2.0,2.0
0a8fce53,Mustafizur Rahman,ODI,112,51,165,350,18,1,25,110,5338,4617,176,38,10,2,0,6,6.6,47.14285714285714,26.232954545454547,5.189584113900337
0a951319,SL Stewart,ODI,4,4,26,59,2,0,4,0,0,0,0,0,0,0,0,0,6.5,44.06779661016949,,
0a9d8b61,JL Carter,ODI,30,26,560,778,48,10,23,12,136,160,4,0,6,1,0,0,24.347826086956523,71.97943444730078,40.0,7.0588235294117645
0aa14354,Saeed Anwar,ODI,5,5,218,318,19,1,4,1,24,15,1,0,0,0,0,0,54.5,68.55345911949685,15.0,3.75
0abb2525,M Heingo,ODI,2,1,0,3,0,0,1,2,97,100,3,2,0,0,0,0,0.0,0.0,33.333333333333336,6.185567010309278
0b0cc297,Tanzim Hasan Sakib,ODI,13,9,134,162,9,6,6,13,599,589,19,4,3,0,0,1,22.333333333333332,82.71604938271605,31.0,5.89983305509182
0b130202,CL Cairns,ODI,35,30,790,894,59,28,24,23,924,775,20,7,11,1,0,1,32.916666666666664,88.36689038031321,38.75,5.032467532467533
0b2a170a,R Strydom,ODI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
0b581ed6,J Sumerauer,ODI,4,3,84,74,8,2,3,4,234,203,9,4,1,2,0,0,28.0,113.51351351351352,22.555555555555557,5.205128205128205
0b60eb09,KA Maharaj,ODI,54,31,324,418,37,4,23,53,2765,2201,70,17,9,1,0,2,14.08695652173913,77.51196172248804,31.442857142857143,4.776130198915009
0b7930ed,BJ Patel,ODI,11,10,118,253,15,0,9,1,18,21,0,0,3,0,0,0,13.11111111111111,46.6403162055336,,7.0
0b7b78c6,Hammad Mirza,ODI,18,18,643,862,63,8,16,0,0,0,0,0,19,3,2,1,40.1875,74.5939675174014,,
0be1b885,Danish Kaneria,ODI,13,5,9,15,1,0,2,13,608,505,10,11,1,0,0,0,4.5,60.0,50.5,4.983552631578948
0bf15e52,Harmeet Singh,ODI,28,20,295,305,17,17,15,27,1428,982,38,14,5,1,0,2,19.666666666666668,96.72131147540983,25.842105263157894,4.126050420168068
0c2730df,A Kumble,ODI,29,16,108,261,10,0,12,28,1489,1144,28,10,4,4,0,0,9.0,41.37931034482759,40.857142857142854,4.609805238415044
0c637131,WF Stelling,ODI,4,2,40,39,2,2,0,4,186,107,5,7,1,0,0,2,,102.56410256410255,21.4,3.4516129032258065
0c8a1d51,Khaled Mahmud,ODI,28,26,283,483,21,2,23,27,1183,1038,22,10,5,0,0,1,12.304347826086957,58.59213250517599,47.18181818181818,5.2645815722738805
0cc2c8b6,TE Tucker,ODI,1,0,0,0,0,0,0,1,18,20,0,0,1,0,0,0,,,,6.666666666666667
0cc343b0,NB Mahwire,ODI,10,8,40,108,2,0,7,9,358,295,7,2,3,0,0,0,5.714285714285714,37.03703703703704,42.142857142857146,4.944134078212291
0d08cbcb,Mushtaq Ahmed,ODI,1,0,0,0,0,0,0,1,60,65,0,0,0,0,0,0,,,,6.5
0d15a8c9,Zahid Ali,ODI,3,3,16,25,1,0,1,3,114,132,5,0,0,0,0,0,16.0,64.0,26.4,6.947368421052632
0d37dea9,DE Budge,ODI,16,14,237,311,17,1,10,8,151,111,1,0,8,2,0,0,23.7,76.20578778135048,111.0,4.410596026490066
0d677597,W Barresi,ODI,37,37,882,1184,97,12,34,1,6,13,0,0,16,0,3,0,25.941176470588236,74.49324324324324,,13.0
0db94786,NA Statham,ODI,2,2,7,45,0,0,2,0,0,0,0,0,0,0,0,0,3.5,15.555555555555555,,
0dbe27b8,BD Glover,ODI,7,4,28,45,4,0,2,7,324,337,5,2,2,1,0,0,14.0,62.22222222222222,67.4,6.2407407407407405
0dc00542,Shahid Afridi,ODI,207,185,3913,2987,341,177,168,200,10228,7950,243,33,45,8,0,19,23.291666666666668,131.00100435219284,32.71604938271605,4.66366836136097
0e0afd8b,MO Jones,ODI,6,6,58,72,4,4,6,6,265,263,6,2,2,0,0,0,9.666666666666666,80.55555555555556,43.833333333333336,5.9547169811320755
0e63259d,J Campbell,ODI,3,2,8,15,0,0,1,1,12,13,0,0,3,0,0,0,8.0,53.333333333333336,,6.5
0e9af639,Talha Jubair,ODI,2,1,4,8,1,0,0,2,60,70,0,0,0,0,0,0,,50.0,,7.0
0ebb3444,L Scott,ODI,1,1,2,4,0,0,1,1,48,57,2,0,1,0,0,0,2.0,50.0,28.5,7.125
0ebfb1ad,E Lewis,ODI,61,59,2051,2398,193,73,55,0,0,0,0,0,23,1,0,4,37.29090909090909,85.52960800667223,,
0ec9e2c4,Mohammad Talha,ODI,3,1,0,1,0,0,1,3,122,146,4,1,0,0,0,0,0.0,0.0,36.5,7.180327868852459
0ecb4de6,Rehan Ahmed,ODI,9,7,99,124,11,1,7,8,396,351,12,2,1,1,0,0,14.142857142857142,79.83870967741935,29.25,5.318181818181818
0f12f9df,NLTC Perera,ODI,161,128,2233,2045,168,83,114,152,5666,5563,164,29,51,16,0,12,19.587719298245613,109.19315403422982,33.920731707317074,5.890928344511119
0f348f58,Sunzamul Islam,ODI,3,1,19,25,3,0,1,3,150,79,5,0,0,0,0,0,19.0,76.0,15.8,3.16
0f6db197,S Mahmood,ODI,18,7,31,54,2,0,3,18,895,780,27,8,3,0,0,1,10.333333333333334,57.407407407407405,28.88888888888889,5.229050279329609
0f721006,JO Holder,ODI,129,107,2144,2431,156,64,85,127,6030,5602,151,57,55,6,0,5,25.223529411764705,88.19415878239407,37.09933774834437,5.574129353233831
0fa5042b,L Ronchi,ODI,84,67,1397,1241,149,43,59,0,0,0,0,0,104,17,12,2,23.677966101694917,112.57050765511684,,
0fdabe05,V Sibanda,ODI,99,97,2125,3467,235,25,95,11,267,265,3,1,31,7,0,2,22.36842105263158,61.29218344389963,88.33333333333333,5.955056179775281
101b1180,V Shukla,ODI,15,14,312,371,15,13,12,0,0,0,0,0,19,3,3,0,26.0,84.09703504043127,,
101d1e85,KJJ van Noortwijk,ODI,3,3,141,143,12,3,2,0,0,0,0,0,0,0,0,0,70.5,98.6013986013986,,
107c26fb,KT Maphaka,ODI,3,3,1,8,0,0,3,3,131,195,5,2,0,1,0,0,0.3333333333333333,12.5,39.0,8.931297709923665
10840285,AL Kandappah,ODI,2,2,97,159,4,3,1,1,1,4,0,0,0,0,0,0,97.0,61.0062893081761,,24.0
10a2a1ff,PG Fulton,ODI,45,43,1216,1726,104,18,38,0,0,0,0,0,16,0,0,3,32.0,70.45191193511008,,
10a91f35,Shoaib Akhtar,ODI,70,39,217,249,14,10,25,69,3403,2839,98,34,4,4,0,2,8.68,87.14859437751004,28.96938775510204,5.005583308845137
10c158cc,K Sonavale,ODI,3,3,5,29,0,0,3,2,15,3,2,1,0,0,0,0,1.6666666666666667,17.24137931034483,1.5,1.2
11196470,TV Mufambisi,ODI,4,4,45,71,6,0,4,0,0,0,0,0,0,0,0,0,11.25,63.38028169014085,,
112959b2,A Bagai,ODI,26,24,614,995,63,1,21,0,0,0,0,0,29,3,5,1,29.238095238095237,61.70854271356784,,
11614d87,D Pretorius,ODI,27,13,192,232,14,5,12,26,1144,947,35,8,11,1,0,2,16.0,82.75862068965517,27.057142857142857,4.966783216783217
119678fd,KV Sharma,ODI,2,0,0,0,0,0,0,2,114,125,0,1,3,0,0,0,,,,6.578947368421052
11ce1151,MKDI Amerasinghe,ODI,7,3,5,7,1,0,0,7,384,332,9,4,1,0,0,0,,71.42857142857143,36.888888888888886,5.1875
11df3dc8,MJ Lumb,ODI,3,3,165,206,12,3,3,0,0,0,0,0,1,0,0,0,55.0,80.09708737864078,,
1200550f,MJ Prior,ODI,64,57,1229,1652,132,6,50,0,0,0,0,0,69,21,7,1,24.58,74.39467312348668,,
122108d8,S Chattergoon,ODI,10,9,281,441,42,3,8,1,42,30,0,0,3,1,0,0,35.125,63.718820861678005,,4.285714285714286
1236044e,LR Naylor,ODI,2,2,34,43,5,0,2,0,0,0,0,0,0,0,0,0,17.0,79.06976744186046,,
123e663a,S Dhaniram,ODI,12,11,281,316,23,4,11,11,549,403,21,6,2,0,0,2,25.545454545454547,88.92405063291139,19.19047619047619,4.404371584699454
1252f71a,MRJ Watt,ODI,81,58,879,1099,67,24,39,79,4146,2960,106,47,28,0,0,3,22.53846153846154,79.98180163785258,27.92452830188679,4.283646888567294
126e56a1,Wasim Akram,ODI,6,5,71,72,10,1,3,5,284,201,12,4,0,0,0,1,23.666666666666668,98.61111111111111,16.75,4.246478873239436
1274d7ab,Nazmul Hossain Shanto,ODI,58,57,1742,2272,193,17,54,7,100,102,2,0,19,1,0,3,32.25925925925926,76.6725352112676,51.0,6.119999999999999
127bc5ca,NGRP Jayasuriya,ODI,2,2,11,14,1,0,1,2,96,95,0,0,0,0,0,0,11.0,78.57142857142857,,5.9375
12b59324,RP Lefebvre,ODI,4,4,43,68,4,1,3,4,192,122,4,1,2,1,0,0,14.333333333333334,63.23529411764706,30.5,3.8125
12b610c2,TM Head,ODI,77,74,2948,2860,340,72,69,42,1185,1137,28,0,19,1,0,8,42.72463768115942,103.07692307692307,40.607142857142854,5.756962025316455
12bffe91,LL Tsotsobe,ODI,60,19,58,113,7,1,8,59,2910,2314,95,45,7,2,0,3,7.25,51.32743362831859,24.357894736842105,4.771134020618557
12c3ba4d,P Khadka,ODI,8,8,252,317,33,3,7,7,276,193,4,2,6,0,0,1,36.0,79.49526813880126,48.25,4.195652173913044
12eddf28,RJ Harris,ODI,21,9,48,48,3,1,6,20,1031,832,44,11,5,2,0,3,8.0,100.0,18.90909090909091,4.841901066925315
12f6b3bd,N Kruger,ODI,1,1,5,20,0,0,1,0,0,0,0,0,0,0,0,0,5.0,25.0,,
134ba8ae,ADR Campbell,ODI,1,1,7,25,0,0,1,0,0,0,0,0,0,0,0,0,7.0,28.000000000000004,,
13c35c9e,TG Southee,ODI,152,92,715,770,56,25,60,150,7690,7146,216,75,40,5,0,4,11.916666666666666,92.85714285714286,33.083333333333336,5.57555266579974
1417ba2f,JJC Lawson,ODI,4,3,11,13,1,0,1,4,210,207,4,2,0,0,0,0,11.0,84.61538461538461,51.75,5.914285714285715
14661bf3,Faisal Akram,ODI,4,0,0,0,0,0,0,4,177,122,7,0,1,0,0,0,,,17.428571428571427,4.135593220338983
14810ee7,Kaleem Sana,ODI,28,20,134,150,7,9,11,28,1398,1022,45,22,5,2,0,0,12.181818181818182,89.33333333333333,22.711111111111112,4.386266094420601
1494a583,Dhiman Ghosh,ODI,11,11,124,205,9,1,9,0,0,0,0,0,6,2,3,0,13.777777777777779,60.48780487804878,,
14b14cd8,DM Bravo,ODI,118,113,3007,4475,246,71,103,0,0,0,0,0,33,3,0,3,29.194174757281555,67.19553072625698,,
14f96089,A Zampa,ODI,118,62,398,638,34,2,40,118,6153,5644,192,17,18,1,0,4,9.95,62.38244514106584,29.395833333333332,5.5036567528035105
151e8077,CS Baugh,ODI,38,27,382,563,30,4,20,0,0,0,0,0,34,15,9,0,19.1,67.85079928952042,,
1530a7e9,F Kasteni,ODI,2,2,9,24,0,0,2,0,0,0,0,0,0,0,0,0,4.5,37.5,,
1558d83b,GS Sandhu,ODI,2,0,0,0,0,0,0,2,120,107,3,0,0,0,0,0,,,35.666666666666664,5.35
156378d8,S Jora,ODI,5,5,56,68,5,2,5,0,0,0,0,0,1,1,0,0,11.2,82.35294117647058,,
156d0ea2,SR Mukkamalla,ODI,43,42,1532,1888,120,26,37,0,0,0,0,0,13,3,0,2,41.4054054054054,81.14406779661016,,
158d6619,DOD Rikhi,ODI,1,1,3,6,0,0,1,0,0,0,0,0,1,0,0,0,3.0,50.0,,
15d1b59e,NA de Groot,ODI,6,6,44,130,6,0,6,3,81,88,3,0,0,0,0,0,7.333333333333333,33.84615384615385,29.333333333333332,6.518518518518518
15de1f5d,WA Agar,ODI,2,2,50,43,4,2,2,2,66,39,0,1,0,0,0,0,25.0,116.27906976744187,,3.5454545454545454
1688f2dc,T Lungameni,ODI,34,15,46,108,2,0,9,34,1571,1188,50,22,8,0,0,1,5.111111111111111,42.592592592592595,23.76,4.537237428389561
16dfcc19,Umar Gul,ODI,120,62,442,648,35,13,46,118,5597,4902,158,58,14,8,0,3,9.608695652173912,68.20987654320987,31.025316455696203,5.254958013221368
172dff15,C Bosch,ODI,12,10,270,254,29,5,6,12,562,656,11,0,4,2,0,0,45.0,106.29921259842521,59.63636363636363,7.00355871886121
174369f2,NAM McLean,ODI,1,1,5,7,0,0,1,1,36,38,0,0,0,0,0,0,5.0,71.42857142857143,,6.333333333333333
1747ea18,DS Airee,ODI,76,70,1598,2079,126,24,64,69,2552,1732,56,23,29,12,0,4,24.96875,76.86387686387687,30.928571428571427,4.072100313479624
1777c020,Fakhar Zaman,ODI,87,86,3803,4140,424,83,80,7,135,111,1,1,41,0,0,9,47.5375,91.85990338164251,111.0,4.933333333333334
1786a21b,BJ Curran,ODI,8,8,444,581,46,0,6,0,0,0,0,0,3,0,0,2,74.0,76.41996557659209,,
17aa4f1d,Aaron Jones,ODI,51,51,1620,2287,114,32,48,10,197,189,0,0,17,2,0,2,33.75,70.83515522518583,,5.756345177664974
17b641bf,SD Udal,ODI,1,1,0,2,0,0,1,1,42,29,1,0,0,0,0,0,0.0,0.0,29.0,4.142857142857143
17efdeb8,Raqibul Hasan,ODI,48,48,1177,1910,89,8,43,0,0,0,0,0,17,8,0,0,27.372093023255815,61.623036649214654,,
17f552bf,SV Carlisle,ODI,7,6,110,249,5,0,6,0,0,0,0,0,4,0,0,0,18.333333333333332,44.17670682730924,,
17fbaab5,FL Reifer,ODI,6,6,86,190,6,1,6,0,0,0,0,0,2,1,0,0,14.333333333333334,45.26315789473684,,
18261c22,SJ Myburgh,ODI,14,14,347,466,40,7,12,0,0,0,0,0,2,0,0,1,28.916666666666668,74.46351931330472,,
18356eb3,GB Murgatroyd,ODI,6,6,90,148,7,1,6,0,0,0,0,0,0,0,0,0,15.0,60.810810810810814,,
18eaf2fa,Amjad Javed,ODI,13,12,238,267,27,9,11,13,510,507,7,2,6,0,0,0,21.636363636363637,89.13857677902621,72.42857142857143,5.964705882352941
18fac429,SR Patel,ODI,35,22,482,532,37,12,15,31,1145,1069,23,5,5,3,0,1,32.13333333333333,90.6015037593985,46.47826086956522,5.6017467248908295
193ef196,Sharjeel Khan,ODI,24,24,787,692,102,27,24,0,0,0,0,0,6,0,0,0,32.791666666666664,113.72832369942196,,
19708692,MW Parkinson,ODI,5,1,7,8,1,0,0,5,208,203,5,0,1,0,0,0,,87.5,40.6,5.855769230769231
19d0a172,G Hoey,ODI,2,2,24,30,2,1,2,2,102,114,1,0,1,0,0,0,12.0,80.0,114.0,6.705882352941177
1a156c88,DJM Short,ODI,8,8,211,274,16,1,7,5,90,114,0,0,2,0,0,0,30.142857142857142,77.00729927007299,,7.6
1a2676c5,SA Abbott,ODI,29,21,374,397,32,13,19,29,1331,1271,35,9,13,2,0,1,19.68421052631579,94.20654911838791,36.31428571428572,5.729526671675432
1a3cc554,RK Paudel,ODI,84,79,2189,3063,155,39,73,19,507,362,11,3,28,9,0,5,29.986301369863014,71.46588312112308,32.90909090909091,4.284023668639053
1a448be0,B White,ODI,2,0,0,0,0,0,0,2,108,118,1,0,0,0,0,0,,,118.0,6.555555555555555
1a8ad45c,SJ Cameron,ODI,2,2,9,13,0,0,1,2,109,123,3,1,1,0,0,0,9.0,69.23076923076923,41.0,6.770642201834862
1a8eebbe,Shafiul Islam,ODI,58,33,132,242,13,2,22,58,2470,2463,69,27,7,3,0,1,6.0,54.54545454545454,35.69565217391305,5.982995951417004
1aba45cd,Sahibzada Farhan,ODI,6,6,101,136,10,0,6,0,0,0,0,0,3,0,0,0,16.833333333333332,74.26470588235294,,
1abb78f8,SN Thakur,ODI,46,24,329,321,31,9,19,45,1904,1983,64,8,6,0,0,1,17.31578947368421,102.49221183800623,30.984375,6.248949579831933
1ac2a995,HR Walsh,ODI,22,13,172,264,18,1,10,22,962,890,24,0,2,1,0,0,17.2,65.15151515151516,37.083333333333336,5.5509355509355505
1adb8ee8,Sompal Kami,ODI,70,52,753,1028,55,16,37,69,3081,2767,92,37,12,4,0,1,20.35135135135135,73.24902723735408,30.07608695652174,5.388510223953262
